province;red;green;blue;x;x
5169;129;57;138;5169;x
5170;22;138;60;5170;x
5171;255;43;0;5171;x
5172;149;239;61;5172;x
5173;198;115;97;5173;x
5174;81;200;230;5174;x
5175;216;160;77;5175;x
5176;133;9;225;5176;x
5177;61;33;196;5177;x
5178;145;169;63;5178;x
5179;164;44;97;5179;x
5180;71;233;223;5180;x
5181;255;183;168;5181;x
5182;120;76;134;5182;x
5183;81;89;135;5183;x
5184;220;106;41;5184;x
5185;156;39;43;5185;x
5186;216;81;58;5186;x
5187;64;235;204;5187;x
5188;5;22;90;5188;x
5189;117;26;245;5189;x
5190;162;60;236;5190;x
5191;255;37;0;5191;x
5192;193;171;162;5192;x
5193;255;157;138;5193;x
5194;213;15;48;5194;x
5195;166;14;35;5195;x
5196;170;81;62;5196;x
5197;40;6;227;5197;x
5198;25;136;73;5198;x
5199;225;40;231;5199;x
5200;237;200;145;5200;x
5201;255;98;72;5201;x
5202;64;39;43;5202;x
5203;255;177;162;5203;x
5204;8;3;205;5204;x
5205;255;40;0;5205;x
5206;228;83;64;5206;x
5207;179;242;213;5207;x
5208;78;192;226;5208;x
5209;192;0;15;5209;x
5210;137;203;6;5210;x
5211;255;129;108;5211;x
5212;255;156;138;5212;x
5213;236;203;37;5213;x
5214;112;8;144;5214;x
5215;216;130;111;5215;x
5216;127;28;43;5216;x
5217;13;225;50;5217;x
5218;255;149;126;5218;x
5219;158;53;5;5219;x
5220;255;132;108;5220;x
5221;6;247;30;5221;x
5222;255;46;0;5222;x
5223;86;51;10;5223;x
5224;170;66;50;5224;x
5225;18;81;136;5225;x
5226;234;79;104;5226;x
5227;255;116;93;5227;x
5228;255;131;111;5228;x
5229;81;31;212;5229;x
5230;192;80;45;5230;x
5231;146;158;47;5231;x
5232;255;87;51;5232;x
5233;223;199;78;5233;x
5234;255;139;120;5234;x
5235;201;251;226;5235;x
5236;33;84;199;5236;x
5237;23;227;227;5237;x
5238;191;102;29;5238;x
5239;81;136;214;5239;x
5240;26;93;105;5240;x
5241;255;146;123;5241;x
5242;228;53;65;5242;x
5243;170;62;26;5243;x
5244;183;50;21;5244;x
5245;184;183;10;5245;x
5246;211;55;198;5246;x
5247;177;57;37;5247;x
5248;255;114;84;5248;x
5249;255;128;105;5249;x
5250;43;198;73;5250;x
5251;183;121;248;5251;x
5252;255;165;147;5252;x
5253;28;77;104;5253;x
5254;186;49;21;5254;x
5255;255;157;141;5255;x
5256;249;42;82;5256;x
5257;9;110;177;5257;x
5258;189;110;97;5258;x
5259;86;171;53;5259;x
5260;255;124;96;5260;x
5261;96;255;57;5261;x
5262;222;54;106;5262;x
5263;209;121;10;5263;x
5264;255;106;81;5264;x
5265;64;126;84;5265;x
5266;186;58;32;5266;x
5267;237;162;147;5267;x
5268;255;136;114;5268;x
5269;51;172;177;5269;x
5270;255;144;120;5270;x
5271;91;107;211;5271;x
5272;189;97;99;5272;x
5273;219;105;117;5273;x
5274;174;26;30;5274;x
5275;255;175;162;5275;x
5276;180;94;74;5276;x
5277;255;120;96;5277;x
5278;255;126;105;5278;x
5279;207;72;158;5279;x
5280;233;151;243;5280;x
5281;192;27;34;5281;x
5282;255;121;99;5282;x
5283;255;107;87;5283;x
5284;255;183;171;5284;x
5285;110;230;6;5285;x
5286;255;149;132;5286;x
5287;255;144;126;5287;x
5288;204;114;62;5288;x
5289;189;48;63;5289;x
5290;186;100;80;5290;x
5291;174;0;21;5291;x
5292;243;131;114;5292;x
5293;141;171;148;5293;x
5294;168;118;8;5294;x
5295;9;45;107;5295;x
5296;3;252;165;5296;x
5297;39;218;144;5297;x
5298;242;248;50;5298;x
5299;47;180;36;5299;x
5300;128;251;169;5300;x
5301;30;244;48;5301;x
5302;249;255;194;5302;x
5303;212;234;62;5303;x
5304;42;44;152;5304;x
5305;138;41;239;5305;x
5306;58;4;9;5306;x
5307;32;222;105;5307;x
5308;67;149;209;5308;x
5309;34;122;84;5309;x
5310;252;204;23;5310;x
5311;70;160;84;5311;x
5312;59;74;45;5312;x
5313;213;178;121;5313;x
5314;196;85;45;5314;x
5315;160;99;188;5315;x
5316;70;78;171;5316;x
5317;180;93;220;5317;x
5318;248;129;49;5318;x
5319;202;199;25;5319;x
5320;240;178;163;5320;x
5321;68;44;47;5321;x
5322;216;202;168;5322;x
5323;245;1;226;5323;x
5324;150;190;146;5324;x
5325;14;67;106;5325;x
5326;242;202;36;5326;x
5327;216;44;91;5327;x
5328;209;49;172;5328;x
5329;217;109;67;5329;x
5330;99;86;26;5330;x
5331;61;244;7;5331;x
5332;82;31;207;5332;x
5333;217;189;184;5333;x
5334;123;47;153;5334;x
5335;244;206;77;5335;x
5336;98;143;9;5336;x
5337;118;153;35;5337;x
5338;244;142;56;5338;x
5339;208;65;21;5339;x
5340;36;107;168;5340;x
5341;69;127;170;5341;x
5342;144;54;106;5342;x
5343;87;241;33;5343;x
5344;200;20;69;5344;x
5345;116;50;168;5345;x
5346;53;156;130;5346;x
5347;253;37;61;5347;x
5348;102;151;42;5348;x
5349;200;100;93;5349;x
5350;32;173;116;5350;x
5351;190;206;162;5351;x
5352;141;229;179;5352;x
5353;169;122;252;5353;x
5354;135;224;54;5354;x
5355;87;157;32;5355;x
5356;178;137;44;5356;x
5357;177;218;47;5357;x
5358;71;240;237;5358;x
5359;242;234;74;5359;x
5360;76;242;19;5360;x
5361;212;90;97;5361;x
5362;102;158;221;5362;x
5363;37;86;35;5363;x
5364;44;24;232;5364;x
5365;133;179;156;5365;x
5366;179;206;7;5366;x
5367;58;190;41;5367;x
5368;203;79;221;5368;x
5369;76;243;247;5369;x
5370;70;118;188;5370;x
5371;221;92;71;5371;x
5372;109;63;235;5372;x
5373;89;125;166;5373;x
5374;128;12;95;5374;x
5375;225;241;47;5375;x
5376;218;114;203;5376;x
5377;108;105;236;5377;x
5378;93;135;81;5378;x
5379;97;231;221;5379;x
5380;156;158;221;5380;x
5381;179;42;55;5381;x
5382;201;195;95;5382;x
5383;116;96;65;5383;x
5384;96;196;24;5384;x
5385;85;62;0;5385;x
5386;108;193;200;5386;x
5387;180;212;145;5387;x
5388;36;131;207;5388;x
5389;197;184;157;5389;x
5390;21;109;182;5390;x
5391;231;126;101;5391;x
5392;66;62;235;5392;x
5393;226;142;56;5393;x
5394;191;216;13;5394;x
5395;146;184;113;5395;x
5396;236;11;70;5396;x
5397;108;12;17;5397;x
5398;168;240;179;5398;x
5399;58;248;35;5399;x
5400;200;134;51;5400;x
5401;157;60;0;5401;x
5402;227;38;236;5402;x
5403;57;53;4;5403;x
5404;66;31;200;5404;x
5405;134;252;180;5405;x
5406;207;49;57;5406;x
5407;254;130;8;5407;x
5408;130;71;50;5408;x
5409;70;4;248;5409;x
5410;198;222;243;5410;x
5411;80;78;13;5411;x
5412;156;56;95;5412;x
5413;106;91;8;5413;x
5414;177;185;24;5414;x
5415;128;156;90;5415;x
5416;35;208;164;5416;x
5417;43;35;20;5417;x
5418;210;115;227;5418;x
5419;65;228;73;5419;x
5420;230;154;126;5420;x
5421;200;45;232;5421;x
5422;28;184;230;5422;x
5423;5;37;178;5423;x
5424;154;99;21;5424;x
5425;138;100;111;5425;x
5426;154;19;251;5426;x
5427;88;91;76;5427;x
5428;54;254;6;5428;x
5429;19;69;191;5429;x
5430;66;204;23;5430;x
5431;197;222;47;5431;x
5432;97;141;238;5432;x
5433;121;215;81;5433;x
5434;89;240;225;5434;x
5435;166;233;200;5435;x
5436;143;54;219;5436;x
5437;167;229;203;5437;x
5438;160;243;50;5438;x
5439;79;186;8;5439;x
5440;233;237;88;5440;x
5441;221;166;170;5441;x
5442;109;93;238;5442;x
5443;4;142;190;5443;x
5444;152;136;146;5444;x
5445;244;156;231;5445;x
5446;118;193;137;5446;x
5447;44;201;160;5447;x
5448;175;3;200;5448;x
5449;74;75;66;5449;x
5450;159;63;63;5450;x
5451;204;179;78;5451;x
5452;89;242;223;5452;x
5453;210;135;21;5453;x
5454;195;158;151;5454;x
5455;125;93;83;5455;x
5456;117;76;215;5456;x
5457;222;101;73;5457;x
5458;145;3;250;5458;x
5459;125;99;159;5459;x
5460;232;22;232;5460;x
5461;182;75;247;5461;x
5462;47;178;9;5462;x
5463;134;128;222;5463;x
5464;214;98;13;5464;x
5465;182;202;97;5465;x
5466;244;137;23;5466;x
5467;157;28;200;5467;x
5468;80;58;24;5468;x
5469;163;54;254;5469;x
5470;141;169;176;5470;x
5471;206;254;107;5471;x
5472;35;223;172;5472;x
5473;90;195;216;5473;x
5474;232;100;198;5474;x
5475;167;0;11;5475;x
5476;185;154;34;5476;x
5477;195;98;94;5477;x
5478;125;133;29;5478;x
5479;59;143;28;5479;x
5480;105;127;202;5480;x
5481;165;71;186;5481;x
5482;44;87;112;5482;x
5483;143;183;35;5483;x
5484;120;6;125;5484;x
5485;222;234;107;5485;x
5486;157;51;208;5486;x
5487;239;30;139;5487;x
5488;239;99;205;5488;x
5489;38;89;203;5489;x
5490;211;33;99;5490;x
5491;151;33;38;5491;x
5492;53;49;160;5492;x
5493;236;69;220;5493;x
5494;154;176;36;5494;x
5495;52;255;73;5495;x
5496;95;10;218;5496;x
5497;171;200;250;5497;x
5498;113;97;243;5498;x
5499;77;54;232;5499;x
5500;66;18;251;5500;x
5501;133;149;230;5501;x
5502;66;140;40;5502;x
5503;236;9;152;5503;x
5504;125;36;164;5504;x
5505;106;102;116;5505;x
5506;52;181;113;5506;x
5507;30;248;57;5507;x
5508;84;101;198;5508;x
5509;90;44;78;5509;x
5510;96;210;44;5510;x
5511;66;174;139;5511;x
5512;249;143;228;5512;x
5513;44;54;212;5513;x
5514;28;53;1;5514;x
5515;72;76;184;5515;x
5516;30;156;41;5516;x
5517;4;221;187;5517;x
5518;13;178;37;5518;x
5519;188;9;142;5519;x
5520;146;31;247;5520;x
5521;192;137;65;5521;x
5522;175;6;25;5522;x
5523;206;80;13;5523;x
5524;227;132;68;5524;x
5525;185;46;147;5525;x
5526;169;164;41;5526;x
5527;113;208;227;5527;x
5528;83;92;73;5528;x
5529;172;2;74;5529;x
5530;52;112;146;5530;x
5531;25;224;211;5531;x
5532;159;141;255;5532;x
5533;174;170;217;5533;x
5534;171;113;185;5534;x
5535;170;11;148;5535;x
5536;120;127;3;5536;x
5537;111;242;146;5537;x
5538;100;146;90;5538;x
5539;87;95;40;5539;x
5540;133;133;47;5540;x
5541;98;119;207;5541;x
5542;103;84;14;5542;x
5543;21;179;159;5543;x
5544;236;40;133;5544;x
5545;34;12;98;5545;x
5546;234;94;91;5546;x
5547;248;235;137;5547;x
5548;66;46;62;5548;x
5549;97;109;143;5549;x
5550;17;145;195;5550;x
5551;78;132;195;5551;x
5552;243;202;134;5552;x
5553;69;189;99;5553;x
5554;198;187;24;5554;x
5555;252;252;22;5555;x
5556;94;151;128;5556;x
5557;90;162;146;5557;x
5558;120;118;42;5558;x
5559;20;135;101;5559;x
5560;112;170;86;5560;x
5561;210;203;30;5561;x
5562;244;1;22;5562;x
5563;137;122;161;5563;x
5564;79;39;165;5564;x
5565;170;235;147;5565;x
5566;87;106;215;5566;x
5567;246;107;81;5567;x
5568;229;167;1;5568;x
5569;112;240;84;5569;x
5570;215;77;36;5570;x
5571;28;255;59;5571;x
5572;7;177;146;5572;x
5573;202;179;64;5573;x
5574;82;155;141;5574;x
5575;10;17;145;5575;x
5576;208;182;115;5576;x
5577;88;113;125;5577;x
5578;209;131;16;5578;x
5579;109;197;218;5579;x
5580;155;251;3;5580;x
5581;250;20;142;5581;x
5582;76;182;162;5582;x
5583;74;236;146;5583;x
5584;61;241;79;5584;x
5585;14;200;167;5585;x
5586;74;62;210;5586;x
5587;235;247;72;5587;x
5588;90;2;170;5588;x
5589;87;11;22;5589;x
5590;30;40;120;5590;x
5591;81;18;114;5591;x
5592;101;116;187;5592;x
5593;158;201;199;5593;x
5594;221;17;15;5594;x
5595;34;131;217;5595;x
5596;253;68;6;5596;x
5597;215;214;78;5597;x
5598;191;24;193;5598;x
5599;66;24;173;5599;x
5600;16;134;215;5600;x
5601;252;62;137;5601;x
5602;22;61;211;5602;x
5603;135;113;140;5603;x
5604;191;232;245;5604;x
5605;198;120;58;5605;x
5606;251;18;66;5606;x
5607;172;42;12;5607;x
5608;46;130;83;5608;x
5609;96;225;80;5609;x
5610;255;107;226;5610;x
5611;68;23;168;5611;x
5612;223;60;13;5612;x
5613;115;22;138;5613;x
5614;128;197;71;5614;x
5615;103;242;100;5615;x
5616;24;133;251;5616;x
5617;219;160;184;5617;x
5618;56;95;22;5618;x
5619;73;252;72;5619;x
5620;151;216;237;5620;x
5621;7;4;139;5621;x
5622;174;113;222;5622;x
5623;169;252;205;5623;x
5624;152;247;7;5624;x
5625;49;48;79;5625;x
5626;214;103;124;5626;x
5627;184;126;161;5627;x
5628;49;91;17;5628;x
5629;109;140;228;5629;x
5630;229;95;150;5630;x
5631;162;152;213;5631;x
5632;55;244;22;5632;x
5633;45;214;246;5633;x
5634;178;113;153;5634;x
5635;236;3;72;5635;x
5636;106;175;231;5636;x
5637;197;84;7;5637;x
5638;114;211;7;5638;x
5639;155;95;128;5639;x
5640;197;118;242;5640;x
5641;134;243;87;5641;x
5642;42;155;2;5642;x
5643;196;95;148;5643;x
5644;175;187;1;5644;x
5645;19;82;204;5645;x
5646;95;120;139;5646;x
5647;10;154;201;5647;x
5648;229;226;224;5648;x
5649;101;236;79;5649;x
5650;102;117;22;5650;x
5651;109;234;17;5651;x
5652;37;5;197;5652;x
5653;20;21;74;5653;x
5654;39;194;183;5654;x
5655;182;197;27;5655;x
5656;105;214;182;5656;x
5657;155;71;206;5657;x
5658;113;100;137;5658;x
5659;57;58;6;5659;x
5660;244;183;243;5660;x
5661;156;55;20;5661;x
5662;77;225;210;5662;x
5663;140;144;134;5663;x
5664;246;201;65;5664;x
5665;144;190;50;5665;x
5666;230;156;233;5666;x
5667;69;9;29;5667;x
5668;151;218;159;5668;x
5669;29;82;126;5669;x
5670;64;124;216;5670;x
5671;86;162;106;5671;x
5672;144;125;203;5672;x
5673;141;249;123;5673;x
5674;165;243;60;5674;x
5675;175;185;208;5675;x
5676;5;1;184;5676;x
5677;166;184;26;5677;x
5678;13;153;189;5678;x
5679;249;84;127;5679;x
5680;195;225;241;5680;x
5681;77;230;194;5681;x
5682;243;122;47;5682;x
5683;167;17;241;5683;x
5684;188;35;19;5684;x
5685;215;21;254;5685;x
5686;61;8;78;5686;x
5687;11;34;211;5687;x
5688;16;65;245;5688;x
5689;72;18;128;5689;x
5690;6;192;84;5690;x
5691;241;52;88;5691;x
5692;167;143;35;5692;x
5693;220;76;153;5693;x
5694;50;238;53;5694;x
5695;110;112;197;5695;x
5696;157;14;132;5696;x
5697;47;1;194;5697;x
5698;68;94;55;5698;x
5699;196;4;50;5699;x
5700;249;219;83;5700;x
5701;99;176;14;5701;x
5702;93;106;55;5702;x
5703;207;201;36;5703;x
5704;242;240;55;5704;x
5705;47;246;216;5705;x
5706;104;104;193;5706;x
5707;188;119;147;5707;x
5708;233;232;107;5708;x
5709;40;111;14;5709;x
5710;35;17;38;5710;x
5711;110;246;108;5711;x
5712;151;124;21;5712;x
5713;104;56;122;5713;x
5714;52;115;66;5714;x
5715;12;160;20;5715;x
5716;233;85;227;5716;x
5717;22;109;81;5717;x
5718;32;91;190;5718;x
5719;50;77;187;5719;x
5720;162;250;178;5720;x
5721;178;158;224;5721;x
5722;65;134;88;5722;x
5723;248;229;203;5723;x
5724;193;0;169;5724;x
5725;209;11;138;5725;x
5726;98;15;49;5726;x
5727;249;120;20;5727;x
5728;55;106;28;5728;x
5729;236;37;250;5729;x
5730;29;101;55;5730;x
5731;80;137;1;5731;x
5732;163;130;250;5732;x
5733;29;117;250;5733;x
5734;8;206;224;5734;x
5735;36;5;90;5735;x
5736;187;51;128;5736;x
5737;217;127;41;5737;x
5738;237;233;148;5738;x
5739;104;73;66;5739;x
5740;68;96;171;5740;x
5741;172;133;248;5741;x
5742;103;145;5;5742;x
5743;251;116;202;5743;x
5744;198;170;253;5744;x
5745;4;131;229;5745;x
5746;100;187;200;5746;x
5747;225;18;204;5747;x
5748;247;235;9;5748;x
5749;178;227;104;5749;x
5750;226;7;174;5750;x
5751;122;199;66;5751;x
5752;111;49;227;5752;x
5753;67;243;18;5753;x
5754;82;20;176;5754;x
5755;68;172;119;5755;x
5756;184;165;245;5756;x
5757;18;213;92;5757;x
5758;181;118;62;5758;x
5759;227;127;131;5759;x
5760;126;250;159;5760;x
5761;211;120;106;5761;x
5762;132;51;107;5762;x
5763;123;154;57;5763;x
5764;184;204;19;5764;x
5765;106;212;120;5765;x
5766;160;108;107;5766;x
5767;149;219;184;5767;x
5768;132;29;60;5768;x
5769;44;198;158;5769;x
5770;61;208;26;5770;x
5771;122;109;139;5771;x
5772;43;160;102;5772;x
5773;186;241;69;5773;x
5774;26;87;108;5774;x
5775;250;71;237;5775;x
5776;208;170;253;5776;x
5777;134;6;57;5777;x
5778;169;51;52;5778;x
5779;147;154;49;5779;x
5780;221;168;75;5780;x
5781;98;116;178;5781;x
5782;79;84;143;5782;x
5783;54;171;181;5783;x
5784;127;131;197;5784;x
5785;43;218;185;5785;x
5786;138;117;219;5786;x
5787;131;220;248;5787;x
5788;95;148;68;5788;x
5789;16;205;80;5789;x
5790;198;124;231;5790;x
5791;100;107;69;5791;x
5792;132;167;106;5792;x
5793;8;117;223;5793;x
5794;102;16;158;5794;x
5795;226;101;29;5795;x
5796;158;147;18;5796;x
5797;39;205;196;5797;x
5798;54;144;173;5798;x
5799;192;36;105;5799;x
5800;69;242;195;5800;x
5801;79;91;226;5801;x
5802;161;94;216;5802;x
5803;22;32;49;5803;x
5804;188;108;158;5804;x
5805;55;168;82;5805;x
5806;134;44;145;5806;x
5807;175;204;184;5807;x
5808;241;181;120;5808;x
5809;51;219;140;5809;x
5810;173;118;31;5810;x
5811;126;40;149;5811;x
5812;15;42;31;5812;x
5813;192;197;208;5813;x
5814;76;160;130;5814;x
5815;86;57;192;5815;x
5816;76;187;76;5816;x
5817;25;191;192;5817;x
5818;254;60;226;5818;x
5819;177;145;76;5819;x
5820;34;35;104;5820;x
5821;88;120;150;5821;x
5822;140;172;101;5822;x
5823;31;106;241;5823;x
5824;88;169;255;5824;x
5825;23;140;110;5825;x
5826;164;21;163;5826;x
5827;178;2;157;5827;x
5828;174;147;75;5828;x
5829;31;196;123;5829;x
5830;176;201;45;5830;x
5831;221;52;57;5831;x
5832;217;68;35;5832;x
5833;216;63;118;5833;x
5834;171;237;41;5834;x
5835;169;26;197;5835;x
5836;241;56;188;5836;x
5837;231;233;119;5837;x
5838;149;78;237;5838;x
5839;102;185;195;5839;x
5840;146;87;43;5840;x
5841;55;129;106;5841;x
5842;215;36;7;5842;x
5843;0;65;12;5843;x
5844;1;157;22;5844;x
5845;16;91;104;5845;x
5846;79;32;63;5846;x
5847;147;216;16;5847;x
5848;8;51;203;5848;x
5849;96;240;210;5849;x
5850;231;58;184;5850;x
5851;72;76;190;5851;x
5852;18;64;82;5852;x
5853;70;242;142;5853;x
5854;145;233;91;5854;x
5855;168;24;138;5855;x
5856;27;85;255;5856;x
5857;213;202;57;5857;x
5858;100;54;220;5858;x
5859;7;54;77;5859;x
5860;146;137;43;5860;x
5861;168;134;36;5861;x
5862;225;58;15;5862;x
5863;62;118;207;5863;x
5864;244;100;158;5864;x
5865;190;221;133;5865;x
5866;139;8;90;5866;x
5867;87;28;55;5867;x
5868;0;122;227;5868;x
5869;12;72;163;5869;x
5870;33;53;130;5870;x
5871;255;106;27;5871;x
5872;211;122;115;5872;x
5873;114;122;41;5873;x
5874;68;86;222;5874;x
5875;12;63;126;5875;x
5876;178;184;71;5876;x
5877;50;116;123;5877;x
5878;163;234;58;5878;x
5879;56;148;93;5879;x
5880;127;175;14;5880;x
5881;79;221;253;5881;x
5882;199;3;40;5882;x
5883;177;122;156;5883;x
5884;133;254;189;5884;x
5885;108;95;75;5885;x
5886;50;208;74;5886;x
5887;102;35;197;5887;x
5888;109;216;246;5888;x
5889;86;17;47;5889;x
5890;208;74;50;5890;x
5891;34;210;140;5891;x
5892;118;49;153;5892;x
5893;235;52;152;5893;x
5894;159;222;126;5894;x
5895;169;246;232;5895;x
5896;84;171;9;5896;x
5897;224;173;177;5897;x
5898;217;120;210;5898;x
5899;212;113;196;5899;x
5900;122;149;104;5900;x
5901;153;203;163;5901;x
5902;47;202;36;5902;x
5903;94;56;152;5903;x
5904;245;108;21;5904;x
5905;105;158;186;5905;x
5906;240;137;149;5906;x
5907;99;196;26;5907;x
5908;57;67;75;5908;x
5909;158;130;46;5909;x
5910;125;69;184;5910;x
5911;231;137;50;5911;x
5912;49;118;94;5912;x
5913;134;15;137;5913;x
5914;129;193;43;5914;x
5915;76;95;45;5915;x
5916;10;98;93;5916;x
5917;20;18;15;5917;x
5918;51;108;108;5918;x
5919;180;107;5;5919;x
5920;9;39;83;5920;x
5921;20;8;193;5921;x
5922;65;141;167;5922;x
5923;66;47;0;5923;x
5924;210;162;168;5924;x
5925;84;65;105;5925;x
5926;184;106;32;5926;x
5927;18;122;11;5927;x
5928;241;51;62;5928;x
5929;136;56;16;5929;x
5930;186;47;78;5930;x
5931;28;101;116;5931;x
5932;216;248;36;5932;x
5933;115;154;100;5933;x
5934;55;162;104;5934;x
5935;102;218;63;5935;x
5936;204;25;93;5936;x
5937;4;41;158;5937;x
5938;44;174;52;5938;x
5939;247;144;217;5939;x
5940;236;168;56;5940;x
5941;135;57;224;5941;x
5942;204;77;17;5942;x
5943;139;10;224;5943;x
5944;113;126;51;5944;x
5945;87;135;82;5945;x
5946;80;240;88;5946;x
5947;134;99;2;5947;x
5948;184;170;37;5948;x
5949;222;51;117;5949;x
5950;35;248;180;5950;x
5951;94;114;30;5951;x
5952;89;219;191;5952;x
5953;23;107;154;5953;x
5954;19;32;166;5954;x
5955;112;65;172;5955;x
5956;182;215;158;5956;x
5957;68;113;147;5957;x
5958;251;72;181;5958;x
5959;124;209;179;5959;x
5960;191;219;231;5960;x
5961;24;224;128;5961;x
5962;132;195;84;5962;x
5963;126;161;188;5963;x
5964;174;95;223;5964;x
5965;114;2;88;5965;x
5966;37;169;168;5966;x
5967;38;5;179;5967;x
5968;179;38;232;5968;x
5969;201;237;229;5969;x
5970;62;48;114;5970;x
5971;104;164;131;5971;x
5972;11;94;242;5972;x
5973;172;139;66;5973;x
5974;58;134;213;5974;x
5975;61;226;87;5975;x
5976;78;183;31;5976;x
5977;223;133;90;5977;x
5978;189;222;96;5978;x
5979;210;240;143;5979;x
5980;70;243;243;5980;x
5981;88;83;0;5981;x
5982;0;39;203;5982;x
5983;43;134;22;5983;x
5984;254;57;227;5984;x
5985;46;15;29;5985;x
5986;51;74;187;5986;x
5987;204;14;235;5987;x
5988;4;210;25;5988;x
5989;128;15;216;5989;x
5990;130;213;255;5990;x
5991;3;164;149;5991;x
5992;114;245;5;5992;x
5993;98;156;244;5993;x
5994;186;129;128;5994;x
5995;90;96;233;5995;x
5996;19;105;30;5996;x
5997;144;1;196;5997;x
5998;196;35;10;5998;x
5999;198;166;187;5999;x
6000;149;141;178;6000;x
6001;49;209;64;6001;x
6002;187;41;188;6002;x
6003;52;52;52;6003;x
6004;110;163;4;6004;x
6005;181;222;120;6005;x
6006;3;152;151;6006;x
6007;207;176;112;6007;x
6008;124;100;218;6008;x
6009;223;114;194;6009;x
6010;71;137;74;6010;x
6011;208;81;20;6011;x
6012;208;10;12;6012;x
6013;11;228;114;6013;x
6014;109;134;126;6014;x
6015;186;95;12;6015;x
6016;234;196;92;6016;x
6017;82;3;178;6017;x
6018;199;27;245;6018;x
6019;160;49;54;6019;x
6020;170;224;211;6020;x
6021;105;60;154;6021;x
6022;3;221;208;6022;x
6023;70;52;122;6023;x
6024;226;234;173;6024;x
6025;100;177;131;6025;x
6026;236;44;31;6026;x
6027;192;214;152;6027;x
6028;22;111;211;6028;x
6029;22;19;43;6029;x
6030;29;103;209;6030;x
6031;86;245;105;6031;x
6032;47;36;94;6032;x
6033;28;180;11;6033;x
6034;196;114;250;6034;x
6035;94;217;216;6035;x
6036;240;235;141;6036;x
6037;152;165;229;6037;x
6038;250;78;254;6038;x
6039;198;64;132;6039;x
6040;248;60;244;6040;x
6041;110;122;30;6041;x
6042;60;220;236;6042;x
6043;186;41;180;6043;x
6044;175;240;28;6044;x
6045;80;38;187;6045;x
6046;87;178;80;6046;x
6047;229;90;209;6047;x
6048;53;78;238;6048;x
6049;67;51;4;6049;x
6050;33;52;150;6050;x
6051;217;139;51;6051;x
6052;82;95;73;6052;x
6053;104;215;116;6053;x
6054;45;12;227;6054;x
6055;173;128;34;6055;x
6056;17;209;62;6056;x
6057;5;27;128;6057;x
6058;58;98;247;6058;x
6059;203;249;35;6059;x
6060;137;6;223;6060;x
6061;89;233;17;6061;x
6062;177;8;91;6062;x
6063;135;86;166;6063;x
6064;243;6;109;6064;x
6065;251;239;150;6065;x
6066;124;168;46;6066;x
6067;225;118;160;6067;x
6068;44;213;124;6068;x
6069;60;176;161;6069;x
6070;214;152;75;6070;x
6071;139;0;3;6071;x
6072;35;192;186;6072;x
6073;18;161;17;6073;x
6074;208;156;96;6074;x
6075;249;196;2;6075;x
6076;21;53;28;6076;x
6077;211;169;28;6077;x
6078;207;14;195;6078;x
6079;130;32;15;6079;x
6080;171;241;19;6080;x
6081;124;254;251;6081;x
6082;100;0;197;6082;x
6083;61;83;218;6083;x
6084;116;149;4;6084;x
6085;40;217;232;6085;x
6086;81;57;234;6086;x
6087;165;144;200;6087;x
6088;184;179;94;6088;x
6089;53;205;23;6089;x
6090;145;85;93;6090;x
6091;87;65;171;6091;x
6092;59;33;180;6092;x
6093;249;66;147;6093;x
6094;106;148;177;6094;x
6095;87;142;40;6095;x
6096;54;231;163;6096;x
6097;240;23;148;6097;x
6098;47;97;242;6098;x
6099;221;248;221;6099;x
6100;153;139;92;6100;x
6101;70;11;129;6101;x
6102;57;26;160;6102;x
6103;66;157;144;6103;x
6104;33;141;23;6104;x
6105;62;88;214;6105;x
6106;240;183;160;6106;x
6107;217;186;180;6107;x
6108;63;158;212;6108;x
6109;20;3;173;6109;x
6110;0;181;42;6110;x
6111;73;40;96;6111;x
6112;94;142;130;6112;x
6113;130;75;227;6113;x
6114;23;104;167;6114;x
6115;147;142;78;6115;x
6116;243;239;75;6116;x
6117;6;163;239;6117;x
6118;181;37;19;6118;x
6119;159;222;94;6119;x
6120;141;102;108;6120;x
6121;117;27;194;6121;x
6122;133;49;229;6122;x
6123;237;194;191;6123;x
6124;225;121;108;6124;x
6125;177;121;40;6125;x
6126;88;76;111;6126;x
6127;19;174;71;6127;x
6128;3;127;71;6128;x
6129;1;27;72;6129;x
6130;107;215;90;6130;x
6131;139;183;60;6131;x
6132;27;175;139;6132;x
6133;206;24;48;6133;x
6134;179;157;173;6134;x
6135;221;188;192;6135;x
6136;139;175;227;6136;x
6137;193;223;8;6137;x
6138;97;249;166;6138;x
6139;62;153;122;6139;x
6140;209;208;10;6140;x
6141;201;226;180;6141;x
6142;101;30;95;6142;x
6143;10;239;80;6143;x
6144;168;26;164;6144;x
6145;241;9;99;6145;x
6146;145;39;48;6146;x
6147;211;92;66;6147;x
6148;171;241;115;6148;x
6149;168;181;15;6149;x
6150;154;78;251;6150;x
6151;161;132;162;6151;x
6152;171;93;114;6152;x
6153;149;50;103;6153;x
6154;157;107;242;6154;x
6155;178;26;1;6155;x
6156;255;79;213;6156;x
6157;96;116;196;6157;x
6158;0;184;206;6158;x
6159;52;171;227;6159;x
6160;51;105;191;6160;x
6161;18;65;212;6161;x
6162;185;2;42;6162;x
6163;13;125;88;6163;x
6164;166;42;227;6164;x
6165;119;8;87;6165;x
6166;251;137;67;6166;x
6167;1;60;15;6167;x
